rxn,Output
C(CCCO)c1ccccc1.CN1CCCN2CCCN=C12>>[O-]CCCCc1ccccc1.CN1CCCN2CCC[NH+]=C12|[O-]CCCCc1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=S(=O)(OCCCCc1ccccc1)c1ccc(C(F)(F)F)cc1.[F-]|O=S(=O)(OCCCCc1ccccc1)c1ccc(C(F)(F)F)cc1.[F-]>>FCCCCc1ccccc1,87
C1[C@@H](C[C@@H]1O)OCc1ccccc1.C1CCC2=NCCCN2CC1>>[O-][C@H]1C[C@@H](OCc2ccccc2)C1.C1CCC2=[NH+]CCCN2CC1|[O-][C@H]1C[C@@H](OCc2ccccc2)C1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=S(=O)(O[C@H]1C[C@@H](OCc2ccccc2)C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=S(=O)(O[C@H]1C[C@@H](OCc2ccccc2)C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>F[C@H]1C[C@H](OCc2ccccc2)C1,83
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.C1CCC2=NCCCN2CC1>>COC(=O)[C@@H]1C[C@H]([O-])CN1C(=O)OC(C)(C)C.C1CCC2=[NH+]CCCN2CC1|COC(=O)[C@@H]1C[C@H]([O-])CN1C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>COC(=O)[C@@H]1C[C@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1C(=O)OC(C)(C)C.[F-]|COC(=O)[C@@H]1C[C@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1C(=O)OC(C)(C)C.[F-]>>COC(=O)[C@@H]1C[C@@H](F)CN1C(=O)OC(C)(C)C,59
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.CN1CCCN2CCCN=C12>>COC(=O)[C@@H]1C[C@@H]([O-])CN1C(=O)OC(C)(C)C.CN1CCCN2CCC[NH+]=C12|COC(=O)[C@@H]1C[C@@H]([O-])CN1C(=O)OC(C)(C)C.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>COC(=O)[C@@H]1C[C@@H](OS(=O)(=O)c2ccc(C(F)(F)F)cc2)CN1C(=O)OC(C)(C)C.[F-]|COC(=O)[C@@H]1C[C@@H](OS(=O)(=O)c2ccc(C(F)(F)F)cc2)CN1C(=O)OC(C)(C)C.[F-]>>COC(=O)[C@@H]1C[C@H](F)CN1C(=O)OC(C)(C)C,60
c12c(c3c(/C/1=C\c1ccc(cc1)Cl)cc(cc3C(O)CN(CCCC)CCCC)Cl)ccc(c2)Cl.CN1CCCN2CCCN=C12>>CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CN1CCCN2CCC[NH+]=C12|CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]|CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]>>CCCCN(CCCC)CC(F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,81
c12c(c3c(/C/1=C\c1ccc(cc1)Cl)cc(cc3C(O)CN(CCCC)CCCC)Cl)ccc(c2)Cl.CC(C)(C)N=C(N(C)C)N(C)C>>CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]|CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]>>CCCCN(CCCC)CC(F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,78
c12c(n(c(=O)n(c1=O)CCCCC(O)C)C)ncn2C.C1CCC2=NCCCN2CC1>>CC([O-])CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.C1CCC2=[NH+]CCCN2CC1|CC([O-])CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>CC(CCCCn1c(=O)c2c(ncn2C)n(C)c1=O)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|CC(CCCCn1c(=O)c2c(ncn2C)n(C)c1=O)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>CC(F)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,54
n1c(cc(n1CO)C)C.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>Cc1cc(C)n(C[O-])n1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|Cc1cc(C)n(C[O-])n1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>Cc1cc(C)n(COS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1.[F-]|Cc1cc(C)n(COS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1.[F-]>>Cc1cc(C)n(CF)n1,65
O1CCC(C1=O)O.CN1CCCN2CCCN=C12>>O=C1OCCC1[O-].CN1CCCN2CCC[NH+]=C12|O=C1OCCC1[O-].c1ccnc(c1)S(=O)(=O)F>>O=C1OCCC1OS(=O)(=O)c1ccccn1.[F-]|O=C1OCCC1OS(=O)(=O)c1ccccn1.[F-]>>O=C1OCCC1F,72
c1(c(nc(o1)CCCO)c1ccccc1)c1ccccc1.CC(C)(C)N=C(N(C)C)N(C)C>>[O-]CCCc1nc(-c2ccccc2)c(-c2ccccc2)o1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|[O-]CCCc1nc(-c2ccccc2)c(-c2ccccc2)o1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=S(=O)(OCCCc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccc(C(F)(F)F)cc1.[F-]|O=S(=O)(OCCCc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccc(C(F)(F)F)cc1.[F-]>>FCCCc1nc(-c2ccccc2)c(-c2ccccc2)o1,106
c1cc(ccc1c1onc(c1)CO)F.C1CCC2=NCCCN2CC1>>[O-]Cc1cc(-c2ccc(F)cc2)on1.C1CCC2=[NH+]CCCN2CC1|[O-]Cc1cc(-c2ccc(F)cc2)on1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=S(=O)(OCc1cc(-c2ccc(F)cc2)on1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=S(=O)(OCc1cc(-c2ccc(F)cc2)on1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>FCc1cc(-c2ccc(F)cc2)on1,31
c1(ncc(n1CCO)[N+](=O)[O-])C.CC(C)(C)N=C(N(C)C)N(C)C>>Cc1ncc([N+](=O)[O-])n1CC[O-].CN(C)C(=[NH+]C(C)(C)C)N(C)C|Cc1ncc([N+](=O)[O-])n1CC[O-].C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>Cc1ncc([N+](=O)[O-])n1CCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|Cc1ncc([N+](=O)[O-])n1CCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>Cc1ncc([N+](=O)[O-])n1CCF,87
c1c(ccc(c1)CO)S(=O)(=O)N(CCC)CCC.CC(C)(C)N=C(N(C)C)N(C)C>>CCCN(CCC)S(=O)(=O)c1ccc(C[O-])cc1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|CCCN(CCC)S(=O)(=O)c1ccc(C[O-])cc1.c1cc(ccc1S(=O)(=O)F)Cl>>CCCN(CCC)S(=O)(=O)c1ccc(COS(=O)(=O)c2ccc(Cl)cc2)cc1.[F-]|CCCN(CCC)S(=O)(=O)c1ccc(COS(=O)(=O)c2ccc(Cl)cc2)cc1.[F-]>>CCCN(CCC)S(=O)(=O)c1ccc(CF)cc1,79
c1(c(nc(o1)CCCO)c1ccccc1)c1ccccc1.CN1CCCN2CCCN=C12>>[O-]CCCc1nc(-c2ccccc2)c(-c2ccccc2)o1.CN1CCCN2CCC[NH+]=C12|[O-]CCCc1nc(-c2ccccc2)c(-c2ccccc2)o1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=S(=O)(OCCCc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccc(C(F)(F)F)cc1.[F-]|O=S(=O)(OCCCc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccc(C(F)(F)F)cc1.[F-]>>FCCCc1nc(-c2ccccc2)c(-c2ccccc2)o1,98
n12c(ncc(c1)CCCO)ncn2.CN1CCCN2CCCN=C12>>[O-]CCCc1cnc2ncnn2c1.CN1CCCN2CCC[NH+]=C12|[O-]CCCc1cnc2ncnn2c1.c1ccnc(c1)S(=O)(=O)F>>O=S(=O)(OCCCc1cnc2ncnn2c1)c1ccccn1.[F-]|O=S(=O)(OCCCc1cnc2ncnn2c1)c1ccccn1.[F-]>>FCCCc1cnc2ncnn2c1,80
O1C(O[C@H](C1)[C@@H]1[C@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O)(C)C.CC(C)(C)N=C(N(C)C)N(C)C>>CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@@H]([O-])[C@H]2O1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@@H]([O-])[C@H]2O1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[C@H]2O1.[F-]|CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[C@H]2O1.[F-]>>CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@H](F)[C@H]2O1,70
c12c(n(c(=O)n(c1=O)CCCCC(O)C)C)ncn2C.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>CC([O-])CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|CC([O-])CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>CC(CCCCn1c(=O)c2c(ncn2C)n(C)c1=O)OS(=O)(=O)c1ccc(C(F)(F)F)cc1.[F-]|CC(CCCCn1c(=O)c2c(ncn2C)n(C)c1=O)OS(=O)(=O)c1ccc(C(F)(F)F)cc1.[F-]>>CC(F)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,78
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.C1CCC2=NCCCN2CC1>>CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2[O-].C1CCC2=[NH+]CCCN2CC1|CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2[O-].C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,91
c1(ccc2c(c1)c(c(n2C(=O)c1ccc(cc1)Cl)C)CCO)OC.CC(C)(C)N=C(N(C)C)N(C)C>>COc1ccc2c(c1)c(CC[O-])c(C)n2C(=O)c1ccc(Cl)cc1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|COc1ccc2c(c1)c(CC[O-])c(C)n2C(=O)c1ccc(Cl)cc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>COc1ccc2c(c1)c(CCOS(=O)(=O)c1ccc(C(F)(F)F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1.[F-]|COc1ccc2c(c1)c(CCOS(=O)(=O)c1ccc(C(F)(F)F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1.[F-]>>COc1ccc2c(c1)c(CCF)c(C)n2C(=O)c1ccc(Cl)cc1,84
c12c(c3c(/C/1=C\c1ccc(cc1)Cl)cc(cc3C(O)CN(CCCC)CCCC)Cl)ccc(c2)Cl.CN1CCCN2CCCN=C12>>CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CN1CCCN2CCC[NH+]=C12|CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>CCCCN(CCCC)CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]|CCCCN(CCCC)CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]>>CCCCN(CCCC)CC(F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,84
c1cc(ccc1c1onc(c1)CO)F.CN1CCCN2CCCN=C12>>[O-]Cc1cc(-c2ccc(F)cc2)on1.CN1CCCN2CCC[NH+]=C12|[O-]Cc1cc(-c2ccc(F)cc2)on1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=S(=O)(OCc1cc(-c2ccc(F)cc2)on1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=S(=O)(OCc1cc(-c2ccc(F)cc2)on1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>FCc1cc(-c2ccc(F)cc2)on1,58
c12c(c3c(/C/1=C\c1ccc(cc1)Cl)cc(cc3C(O)CN(CCCC)CCCC)Cl)ccc(c2)Cl.CC(C)(C)N=C(N(C)C)N(C)C>>CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.c1cc(ccc1S(=O)(=O)F)Cl>>CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(Cl)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]|CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(Cl)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]>>CCCCN(CCCC)CC(F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,64
c1(ccc2c(c1)c(c(n2C(=O)c1ccc(cc1)Cl)C)CCO)OC.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>COc1ccc2c(c1)c(CC[O-])c(C)n2C(=O)c1ccc(Cl)cc1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|COc1ccc2c(c1)c(CC[O-])c(C)n2C(=O)c1ccc(Cl)cc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>COc1ccc2c(c1)c(CCOS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1.[F-]|COc1ccc2c(c1)c(CCOS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1.[F-]>>COc1ccc2c(c1)c(CCF)c(C)n2C(=O)c1ccc(Cl)cc1,74
O1CCC(C1=O)O.CC(C)(C)N=C(N(C)C)N(C)C>>O=C1OCCC1[O-].CN(C)C(=[NH+]C(C)(C)C)N(C)C|O=C1OCCC1[O-].C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=C1OCCC1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=C1OCCC1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>O=C1OCCC1F,84
C1N([C@@H](C[C@H]1O)C(=O)OC)C(=O)OC(C)(C)C.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>COC(=O)[C@@H]1C[C@@H]([O-])CN1C(=O)OC(C)(C)C.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|COC(=O)[C@@H]1C[C@@H]([O-])CN1C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>COC(=O)[C@@H]1C[C@@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1C(=O)OC(C)(C)C.[F-]|COC(=O)[C@@H]1C[C@@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1C(=O)OC(C)(C)C.[F-]>>COC(=O)[C@@H]1C[C@H](F)CN1C(=O)OC(C)(C)C,82
c1(CCC(C)O)ccccc1.CN1CCCN2CCCN=C12>>CC([O-])CCc1ccccc1.CN1CCCN2CCC[NH+]=C12|CC([O-])CCc1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>CC(CCc1ccccc1)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|CC(CCc1ccccc1)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>CC(F)CCc1ccccc1,60
c12c(c3c(/C/1=C\c1ccc(cc1)Cl)cc(cc3C(O)CN(CCCC)CCCC)Cl)ccc(c2)Cl.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|CCCCN(CCCC)CC([O-])c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.c1cc(ccc1S(=O)(=O)F)Cl>>CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(Cl)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]|CCCCN(CCCC)CC(OS(=O)(=O)c1ccc(Cl)cc1)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.[F-]>>CCCCN(CCCC)CC(F)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,78
O1CCC(C1=O)O.CN1CCCN2CCCN=C12>>O=C1OCCC1[O-].CN1CCCN2CCC[NH+]=C12|O=C1OCCC1[O-].C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=C1OCCC1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=C1OCCC1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>O=C1OCCC1F,92
c12c(n(c(=O)n(c1=O)CCCCC(O)C)C)ncn2C.CC(C)(C)N=C(N(C)C)N(C)C>>CC([O-])CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.CN(C)C(=[NH+]C(C)(C)C)N(C)C|CC([O-])CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>CC(CCCCn1c(=O)c2c(ncn2C)n(C)c1=O)OS(=O)(=O)c1ccc([N+](=O)[O-])cc1.[F-]|CC(CCCCn1c(=O)c2c(ncn2C)n(C)c1=O)OS(=O)(=O)c1ccc([N+](=O)[O-])cc1.[F-]>>CC(F)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,82
C(C(C)O)Oc1ccccc1.CC(C)(C)N=C(N(C)C)N(C)C>>CC([O-])COc1ccccc1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|CC([O-])COc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>CC(COc1ccccc1)OS(=O)(=O)c1ccc([N+](=O)[O-])cc1.[F-]|CC(COc1ccccc1)OS(=O)(=O)c1ccc([N+](=O)[O-])cc1.[F-]>>CC(F)COc1ccccc1,59
n12c(ncc(c1)CCCO)ncn2.CN1CCCN2CCCN=C12>>[O-]CCCc1cnc2ncnn2c1.CN1CCCN2CCC[NH+]=C12|[O-]CCCc1cnc2ncnn2c1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=S(=O)(OCCCc1cnc2ncnn2c1)c1ccc(C(F)(F)F)cc1.[F-]|O=S(=O)(OCCCc1cnc2ncnn2c1)c1ccc(C(F)(F)F)cc1.[F-]>>FCCCc1cnc2ncnn2c1,79
C1N([C@@H](C[C@@H]1O)C(=O)OC)C(=O)OC(C)(C)C.CN1CCCN2CCCN=C12>>COC(=O)[C@@H]1C[C@H]([O-])CN1C(=O)OC(C)(C)C.CN1CCCN2CCC[NH+]=C12|COC(=O)[C@@H]1C[C@H]([O-])CN1C(=O)OC(C)(C)C.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>COC(=O)[C@@H]1C[C@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1C(=O)OC(C)(C)C.[F-]|COC(=O)[C@@H]1C[C@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1C(=O)OC(C)(C)C.[F-]>>COC(=O)[C@@H]1C[C@@H](F)CN1C(=O)OC(C)(C)C,74
c1(CCC(C)O)ccccc1.C1CCC2=NCCCN2CC1>>CC([O-])CCc1ccccc1.C1CCC2=[NH+]CCCN2CC1|CC([O-])CCc1ccccc1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>CC(CCc1ccccc1)OS(=O)(=O)c1ccc([N+](=O)[O-])cc1.[F-]|CC(CCc1ccccc1)OS(=O)(=O)c1ccc([N+](=O)[O-])cc1.[F-]>>CC(F)CCc1ccccc1,54
C1[C@@H](C[C@@H]1O)OCc1ccccc1.CC(C)(C)N=C(N(C)C)N(C)C>>[O-][C@H]1C[C@@H](OCc2ccccc2)C1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|[O-][C@H]1C[C@@H](OCc2ccccc2)C1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=S(=O)(O[C@H]1C[C@@H](OCc2ccccc2)C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=S(=O)(O[C@H]1C[C@@H](OCc2ccccc2)C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>F[C@H]1C[C@H](OCc2ccccc2)C1,89
c1c(ccc(c1)CO)c1ccccc1.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>[O-]Cc1ccc(-c2ccccc2)cc1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|[O-]Cc1ccc(-c2ccccc2)cc1.c1ccnc(c1)S(=O)(=O)F>>O=S(=O)(OCc1ccc(-c2ccccc2)cc1)c1ccccn1.[F-]|O=S(=O)(OCc1ccc(-c2ccccc2)cc1)c1ccccn1.[F-]>>FCc1ccc(-c2ccccc2)cc1,77
OC/C=C(/CC/C=C(\C)/CCC=C(C)C)\C.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>CC(C)=CCC/C(C)=C/CC/C(C)=C/C[O-].CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|CC(C)=CCC/C(C)=C/CC/C(C)=C/C[O-].c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COS(=O)(=O)c1ccc(C(F)(F)F)cc1.[F-]|CC(C)=CCC/C(C)=C/CC/C(C)=C/COS(=O)(=O)c1ccc(C(F)(F)F)cc1.[F-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CF,52
c1(ccc2c(c1)c(c(n2C(=O)c1ccc(cc1)Cl)C)CCO)OC.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>COc1ccc2c(c1)c(CC[O-])c(C)n2C(=O)c1ccc(Cl)cc1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|COc1ccc2c(c1)c(CC[O-])c(C)n2C(=O)c1ccc(Cl)cc1.c1cc(ccc1S(=O)(=O)F)Cl>>COc1ccc2c(c1)c(CCOS(=O)(=O)c1ccc(Cl)cc1)c(C)n2C(=O)c1ccc(Cl)cc1.[F-]|COc1ccc2c(c1)c(CCOS(=O)(=O)c1ccc(Cl)cc1)c(C)n2C(=O)c1ccc(Cl)cc1.[F-]>>COc1ccc2c(c1)c(CCF)c(C)n2C(=O)c1ccc(Cl)cc1,71
O1CCC(C1=O)O.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>O=C1OCCC1[O-].CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|O=C1OCCC1[O-].C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=C1OCCC1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]|O=C1OCCC1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[F-]>>O=C1OCCC1F,79
